id,uid,source_dataset,source_url,artist,genre,style,row_idx,local_relpath
275,wikiart_0000275,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/275/image/image.jpg?Expires=1772117708&Signature=lvsbqNf973lZyUKal2h8vmjpn5ggqOhTvncUEFHYHVQPOcP9~OAzWdpbMMbB0VYI405VuYKviuPR47idvihp-iW21lcOqRZed1CnLYnXCi5LsRCDqjaLE65oZZmiBSuHXX0uGNCG8w7xXLjrPwKyFPNan73gL4BO8E5vTylndRWyuGWyo47mfLtoGVsDXn6ozoP3h~BwTDrnzOiPimbsNwa3hSRNLKcPYGY~pQq~6CoZqI8Kc9PDKsC34ryMKUrttP-IL~AaHzp5jX~lHpKm6FXP52dzjWlymkmqy~pOoxJrbFzd1QyzhbGi~etP95V2dlXlre-puzjE-9iWL7yc3g__&Key-Pair-Id=K3EI6M078Z3AC3,11,6,21,275,raw/wikiart/wikiart_0000275.jpg
276,wikiart_0000276,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/276/image/image.jpg?Expires=1772117708&Signature=jMLAD5LjRiMCoAvauqNVOqnq7N5TNW~SRxj3yvyHaIrDxqFEjItnA056daJjouEhfL5PznK0AOb-BLBK0-iOzgSY4bulD7Qqe6~ZoaTGGRsY89aZA3nms-M29-DHoiz4sDiTF6np3TcTPMmcuJtuS9n-K6u5FWOEckASyGLkwDF91-yIogC4W5YGxcx9qROtdudbnP5XmO4en-91nXDabpubKuHiub701YFZonjn3PskmJBmzv4roUXUPSINFVqtNIuEL5x2gPptjbt7fKujUIwzHmEC399pEwttkppc0lmmcLGVTB44f~FXIK1vJ-CiDj5F0BXj91A0CWAnrHzAVQ__&Key-Pair-Id=K3EI6M078Z3AC3,8,6,21,276,raw/wikiart/wikiart_0000276.jpg
277,wikiart_0000277,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/277/image/image.jpg?Expires=1772117707&Signature=AJZVf6jhO9jvK1E2OMLJhHRCT7iqaxOzetgIox2o-bp0zJasM~6OVlNFTJOlLak2lAkFNb~tyM2uoKgozWzgwSbPDw6v3jOEaCBLxoBfl9lw1cqhWm8-N05VssuNvjaRlqUmHjZ1~mzW1myq7z2vLpgETU-Chw7ANhoEN8m9eRSxSNq2uj1FFdW3VvRUoun65mfVmDJefOdpW120kq9byHpjlKEqpEEnyNCEJxSF8wQ3Npc0Idl7NuTiVw7eNAoPqNXihknfWNmY6dSp-W7xz0gunGRfWbwvE8VNeNgLAvpqTQECC-gys50n7PMxInRTPKpXDX9dL-vYfQCcZccXOw__&Key-Pair-Id=K3EI6M078Z3AC3,4,4,12,277,raw/wikiart/wikiart_0000277.jpg
278,wikiart_0000278,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/278/image/image.jpg?Expires=1772117707&Signature=0HR88YUrl33g6GcwD8uU1CJiKwINWdQmmUVLJ-68AxZ5w-MPAZrbOCaJYv2t3RH2kjXxqmc0H7Z8Ur7L7aYs9TrWaAccXIb29sp1cfgQQZ4oZjk06pOhs4vjaWt~tEc0mxFSDH5sLBh72d0ZsbF36zYOCAeJ8BF~H2OocvU4brxi4L8Iq3dbZ~K1hWvDswYsHbFwEoJlzXgq80U0nvw-4JR1iucxo3yrvVzCv6Ao-~qzQv7ojmI1shic~dREPgsPLIQzbcviByqHJvhXTA8QRxrga4VMnPtViP0KlR4fbsk-9E0k~QZr~ytAqYCyrsgf8A8eWaxTVeCeZXPibS6uUw__&Key-Pair-Id=K3EI6M078Z3AC3,22,8,20,278,raw/wikiart/wikiart_0000278.jpg
279,wikiart_0000279,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/279/image/image.jpg?Expires=1772117707&Signature=FNiV0Kk4~KxYpybYOvj11bcF8jqv6qO41IWcL7rD90RBmAsrC8cUCin3zXXJuJswKSuAQExeccwny9wqdah4cuE7MtabWIjo2iorQOD-UXl5arqAr0X1r4SgoiiRgKguebh20gMEEXziuAlEJlBVKttRvhxHvWBCZow7yWYSlrGFGCD65phm6sHHBfRvP6hdOFGD3u9LKTk1oMX5lCuJ7SZH69BIw9qfNa1Fo-svATXQg-1hwPwswv6tvrYcL5sMUVZbMJNYjlCyCLdXZ7VzO~HCTE8EbrEgOX2aIFZhdpQWbxAwPUkHYTwe4cfnd9e9hSoclvs9NXDBS2hyGPr4vQ__&Key-Pair-Id=K3EI6M078Z3AC3,4,4,12,279,raw/wikiart/wikiart_0000279.jpg
280,wikiart_0000280,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/280/image/image.jpg?Expires=1772117708&Signature=W30TCeisMhPgQlWyT0iG~h5xli7b8EtvABJ8OvIUBTMLOEsA-gOdh7VEsHguYbV-6~hd76SS49SeZOVdJQi3w9HkU-qQLkIk430IYNHpBAgHVd1N9NnPwzvEUNzdRxRbDjOTZgeM0ESS5SvEL~p0wi3fVj-5JfDYs5deWHVt0AGp7iwyxBebe-R3nY6r0-DuDfhMugFXlGvBm99laKH~Et4v36ijnXnPtO3hosNjBxPT5Vuq3efHypQ1quvyKMYqa8z6wMfzOOM6YyqZauBMLjEVLlYzLeaSqR2Xw-pc9RFlZACrkFONcy2BxvAt952Ps2Yh9YIKG-5WecbWTbBFDg__&Key-Pair-Id=K3EI6M078Z3AC3,18,6,20,280,raw/wikiart/wikiart_0000280.jpg
281,wikiart_0000281,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/281/image/image.jpg?Expires=1772117707&Signature=DgSCLriHIjKNzG92W8asiM1Ycc8Ni8BiRmndlyv7xxDNlvlsG1XPn6f4r71QN4~DrQA2RKKv7jcawjPNn-3QFJ6yvAws7qixKQo-07WNyuadDKN~PB4FpLvry9Jp8rZvudpd4T3pmDbpBw6oLC9Pcdtdfyv637zlXbLxBhRXv-zzqLnKQMx1kwYKoDY8IbsmzQoLRy0Kc7U1WhB4RE2Cw7nKa0eA~jHhddPDfdqKyI-QlWF6AszYL9oiqg7Bz70rox~nU2n1gzNQIJBe80MjiY3Yx~co1wbp4Vary~nBVs8pjKlzwsy2sk-VULy5~mtUzkood-dzn~Fer0z~H7jH8g__&Key-Pair-Id=K3EI6M078Z3AC3,17,2,12,281,raw/wikiart/wikiart_0000281.jpg
282,wikiart_0000282,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/282/image/image.jpg?Expires=1772117707&Signature=n-UYeOZSRFdyBG5SC96KEJH4efCsIgyPncV20PYo-C4~qDKoI68bV0ZxPeC3WV-8JXvdb0hhOCmwWF6QVOqLnJxziTEBCrkWTe52F6ubEnJU~ygalRDwncvFY27cO5NQBj9wQQeALhD24MFpPmCv9uOVRBW-Abfomf4bwOCNUVh3EYUL1erjyJTq-~uP~OPXGVXAhhtan-OXhyF-1kA3SzAueFvQ3dacSjI7rI4rpYYgVfelNhOxnTyREap3usmfQ6lSZ54HDp-FqWqSTvAT0YjZp2hvflb~ZpO2guwnq25ZSFhvuMSuUrh7r14v2cOX9j2wL40ociZ1n~UfMoXXHg__&Key-Pair-Id=K3EI6M078Z3AC3,14,4,24,282,raw/wikiart/wikiart_0000282.jpg
283,wikiart_0000283,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/283/image/image.jpg?Expires=1772117708&Signature=fJXmzJLdh5~47LWevshZOUloWSpMJ6AnI8~V0EO2FMcRxKa0vki7dqPE~BbRwFPsIKNI0fs3X~kTSNeXXEnjXRbDTcJ1WCaS9vN3CAMpp7tK13wIvhuBjizoVZdzON4UDhwJwvNWtHMleFTQCF51StiR~bDRGXoFs6088G9-3devPugHX2LEjL4NXLtUACH-AagXyUNOn44nOmbEWlzRMAWhMERXWWCAeeQLDyHbft-~HYpJM8pjv~wFfLRTX-EebWiD2bi4NyM3dGNuJeP7cmoU4Ffw94QvMKgBK~Wn8vFXtsl8~SUt2QldPrsjmj0jvGcQKHd5beO0wY00VadlGg__&Key-Pair-Id=K3EI6M078Z3AC3,19,10,3,283,raw/wikiart/wikiart_0000283.jpg
284,wikiart_0000284,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/284/image/image.jpg?Expires=1772117708&Signature=Mb3xVucUQcbO51atGUQmxSRweoZCb6bPdrUAIaHWpJZ~Qe0NF94KUrV39hEitkd8QKcAeeN9FIov-UPBqnasQUKvts~3bxFTIf0QQYr347oo3aTHlC-zsGYAAnDAgyqmZJCEJmYy24~AOJwgY83TkN7sAccowB065M1TCrdD-K~GJMmWQpOCU-27lsZEFu66yptLA-AhSmhE7XK9fGv-6HAGNY~4OUtsg~pf1H-rmSt1bnVasv9IE3VS6ZMkdsHE1zaO7Tcz-30ArD3-mRE7BoSMLW-VD15yqu6U6TPBSJyKvry1CsZVHFRR5f2z9Fp625XQEpRxiwH5g-b7GD-VwQ__&Key-Pair-Id=K3EI6M078Z3AC3,4,4,12,284,raw/wikiart/wikiart_0000284.jpg
285,wikiart_0000285,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/285/image/image.jpg?Expires=1772117708&Signature=mFZOZ0MHhH7rFanJIB5JrmVY9PHAW6kLLGUvvTH05TVpl7DEYAFSNL3knS2x6JdoTWcRu6VJzLR7Sz7O0rVoDpCcD2QR1C9tdshVGMYv1X8Tm0Af~U3mabX2cBAFX9X6uQfim2iHmA-9P30feWXgR0dqXqrGEqdcquZNMJnYVcVyUaVIXetsT6-GB6xJb8iQzlu09hv7pJ562pC1giLF-59S5BxIvq6ZQdyqCgf8mg1k5-hjjIVtnBfG7g51tT4uHdJ9XZmcvvVR1vNGioYpqm3V0skl9tlSj4LmcdYHeL3w~ZBQrmbXeZtrQJFczTOu3N4m6CUASF19gE7TIoIqGA__&Key-Pair-Id=K3EI6M078Z3AC3,9,10,23,285,raw/wikiart/wikiart_0000285.jpg
286,wikiart_0000286,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/286/image/image.jpg?Expires=1772117708&Signature=d3NHF-N~3gCG1NvY64hU3v1XO8VJwMRUKp8ZL4QIMgOQy1~XlBLa2fDnFD43SdTO2n5jEDF~-3fB9lVS0BnPmCwKolFWmJeMX6GC7FT0ZX0D~IjwbJ5vThKT5KrKkRhT3ecMyHTAWh3GbvXvifs3IBleBRHzghh4Eo0~EoWr71ZLl58XxV3nETgDzw4lReDu4cZrOjSzZtlgL0Z09OExKyEBdUJNMm6qdyQfM5zywvRqc6SHv3njRaOAY7RhRjJy-XN80ezh4WZInw0RrlecLF~owOLna6jIbYG43YhPE6zIYBfOU44anVQpzCEVsvnt6f47Vyq-DGwrwY5TIgxeYA__&Key-Pair-Id=K3EI6M078Z3AC3,20,7,4,286,raw/wikiart/wikiart_0000286.jpg
287,wikiart_0000287,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/287/image/image.jpg?Expires=1772117708&Signature=XUI4xk7D95V7BparXuES7j8SRxqfs8kNOtwv07snwyZTfya~xngDrrmGpZuUP8eOvBAzGyii7X422ME4Vblxtr8KjLGcD4r0YelYzSFwVSHU-heeSk--5cj7UE34AIvu-yANRZAudl7fWQ6rhxvuo2nXy8MG62-5Ey-giX~piVb9vd5PxJxYIZE21uL9yIcpNsjj-yJATl-fdrSEM4wFBtTFf~kAnechxDcJPy2WWW2hgQXdiDk7trNfyDEouG0qXu76-Jzg471GZJ6xub8XagrGXJEJc4Cc0up8vvJAXkFkWM~~Hm8u7gxgJJ5WeCIzJGdkUwCpMYNQwFRlCYtwaw__&Key-Pair-Id=K3EI6M078Z3AC3,12,2,9,287,raw/wikiart/wikiart_0000287.jpg
288,wikiart_0000288,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/288/image/image.jpg?Expires=1772117708&Signature=cbwKaqsSilAtjanC~JiOSzpscvzeIeVTXnFOToR3Y1qOl8kjxK92shZD-Y114W2KMeiYUFu~NCX7nmId1CF7j53wGE3LJThG~UD-cDjY2Mf25X5dWHEotSbxBYUN~KuLS1X8SnARxAXZiOBaQ9pVF4ghdp7Mj1262cO2I~6HPbhPz2O4K-0joXaKzAUnBCAPQgWxTQFQ0sWBu6OnP6WlJmmESk4ixXCgZvG9ijbFVRY~FBz0i4KIqUy0w0OZGhzYzMkEK~0MBzN-X4gtsJ9UyO9GLdjoWgEQAmzz4MAu-cx47G0e7YrLErq9~GWkwh8RFEUaAcrGvEuh4CHROKwe4A__&Key-Pair-Id=K3EI6M078Z3AC3,17,6,12,288,raw/wikiart/wikiart_0000288.jpg
289,wikiart_0000289,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/289/image/image.jpg?Expires=1772117708&Signature=WJC-IOYy0jV6XWT1MbBBB7WsFRESjrjOkyNy8ogbMfbEqhmqwILSmCzeO8zKQ8EghG-eMHpi0s5eCGPwd~RRKiCBRtpBsLI7RYJjAjNOwjyKp7Ay77l3~ouZS3f5EdbAxQIb8b3onpIiQrWAOdcx6eYqCmzwJFKf~HqI7lu1M1x8TqHBPs4mM9MgMijKUVkH5pZ-2pfRFqhWs7pW6KEMN8NkE5Xaibx7A6qdNKKwMCz~A6tDvHqCpDnok7IDWRFOmLRtmvZvQg6m1uTbOugpVhZbWVINNt3JrmCmrhtBoQEJyusJrNgcH-ZB~4DIMm8GWHOfpjnklcBhX-VMlliqsw__&Key-Pair-Id=K3EI6M078Z3AC3,17,6,12,289,raw/wikiart/wikiart_0000289.jpg
290,wikiart_0000290,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/290/image/image.jpg?Expires=1772117708&Signature=MfseY33uPZO9jOxR3eallrpSQEZDQJ3tv0q-c5dkHTJ9z~OcnSezQe3pN4Gay31fgGusXs38QhaN3uiPIZLLpu~0UJTbuVSvld66MxzQL-WpW9BZgAYB4surV4S9Qp9BG0-ZGnu8PZa~rYSHBETnTi6ZYWKGQpc7nV5o-VNKnX7mk3FYqfLVqzptn5rRD5Pfsqn3GpYYgEjeTVOzJg1BTvdUgFHQpw-7iq2xZihBR8AUsTtgRrp1F4vdF8jmsAp3OKflym3qW2jXr7E6~FOpgXi-102GRrttkIQmEef1TCrDx8V9~LvbJfYV8IWpJyknuUfHafmnWOGY8vrO05nugw__&Key-Pair-Id=K3EI6M078Z3AC3,4,10,12,290,raw/wikiart/wikiart_0000290.jpg
291,wikiart_0000291,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/291/image/image.jpg?Expires=1772117708&Signature=RO0uD13iFJ1OtzqqkRlQUAS159GZe-utQsG1a~CTa38DZU75AMRijThHH6yxGzGF-zaSivV1OxWds5KlId4I7KbvFHQqeGS9lZ2GodtK283aqovi7ToU-9YpCe0dGheij3n8Ly290tuJIAFV0KvgH1MhxPu9BylIe3hy5EdCMgdrx1PMxXk7gNFyNB47IR~Uau4Gmg7BYo~LeuEeBth71A6DqfXAGyu0eilB-LWO0v3QUZlfjr3jhv0Ffk54UQLq8RD0OyNl51MBtmGpXmz3J6ZprIG0EbJHsNK3Sbb5hhKFag1v~9Dl7glhdbhaLPwWicrei8T5aLohiHH4UqMXyQ__&Key-Pair-Id=K3EI6M078Z3AC3,1,2,3,291,raw/wikiart/wikiart_0000291.jpg
292,wikiart_0000292,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/292/image/image.jpg?Expires=1772117708&Signature=j-P6ZXMkiYJRWJfWlKaNsxl4m~6T~Ick3E65F39zldHH0vqBJwSA~x0vcV~lKipv-ZrMZJWZ1Jy4pxvdl-6clVHlWVBij7pLS8kK2cuTNpb7JdjH1bQ8T887AmViV13oFjkx3qg9m4zzXm5Lq5ewYjKoCqH1QHGaCKf9YPmNweWVSifiTwz0cSBGMAAb-7JNd5cChY9wJHLTNeux6NzNv4SWT7WJsIQA199vO2gfCIsrmAgQllqz2JvXIbmki-d9GOfVdpS3NY0Sr3bvcek5ugptay8oMOrpvXvRx8OPs4zBcJP4q129kVAGMyAzSTaiNgEDrfJy7DtUqn-PfKHloA__&Key-Pair-Id=K3EI6M078Z3AC3,22,8,20,292,raw/wikiart/wikiart_0000292.jpg
293,wikiart_0000293,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/293/image/image.jpg?Expires=1772117708&Signature=E4JUmk24YjahlQnFeYIX63EsBxLPXc8aPZJTGeVizBSToNO1uIVIFjw1gFY0W6J31qt2Oy7nf3FLdRXaUJW1tuvk8PezfsmyA8R8Slb5VNnHz8Porzyd34R4VlTSpX4u6h9uzCB~xp0W5jyRAQBPkn5ZOZ7IKO5J5LFpvFBDx5uBjWdN7tX-rXIiVH4YxFS6E-UV6buw4MQQPiHqW7NvfGZGLIgGQJgTuNWmVFyplXO0Pd13W416~H~kEbZHm3a6zHGSWTbH~PejRQT1SJNikXpICQuISbasIfQCEsUCnxyi9gCCB3-JmPZrUVsQiAxn9cFbf3qbkx5P5GfhP~TXkQ__&Key-Pair-Id=K3EI6M078Z3AC3,15,9,7,293,raw/wikiart/wikiart_0000293.jpg
294,wikiart_0000294,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/294/image/image.jpg?Expires=1772117708&Signature=ZRpcCbhWBk7xXOLz-vml99OUBjQQegld9urO4QhxAYEjBVtnKQZEd62sxv47bIOFpBmArFO41dTLj4dZUsTi4yrSS2QaV0PWZPXyZAHG2KMb0S5ukl18QI0iPjXg7zITHt5IcXH8VT6~QV539~GqwJe4AjrKT0YiQe8PDYXHxkd9Nq6ILuER6qapWSQGdMWnoq9gDd31ZoScLFhrtFbUMs7nNg1e-dkDjbuc1aWWT5M2mjte3N~QVvnavf4wMc8VrMvOPtMZCS6n0fSH2B7s5WA53uEXMd0SEPzP3RFs5EK-2yDMynE898Hi4t71Ss66eHPyGeoVDLYW5iW6aCq2oA__&Key-Pair-Id=K3EI6M078Z3AC3,22,2,21,294,raw/wikiart/wikiart_0000294.jpg
295,wikiart_0000295,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/295/image/image.jpg?Expires=1772117708&Signature=gJOA6iYgefwScuZHP-Zd3w3pShzT8EN1GjlBkuK9P0YjH6Dk8iNs4wNS2V309tgscnOi0FU7bHUx6a5n3gG~hZAl7A4hRwhBqMc5SN2criZAg4jz2zJwyfnXhCnXA3wX11x0TpLxxpJ8qL6AY0bGUDuCwAVk3rS-6IjwTSkiGE03szv0qTGeizkTqfL866C4QkMAaKdWnlhZ0ZbEHrgUuJKm55gfwngEOROd~daPAhZGt2X-D2Hbg-Lff3tvIK6RHb5FHJxCN43QhaOf5yF51986FXNwQalmdcDZWJwqCMuPBB1uQuzq1Ja73Z9Pf2rUkZLHJTkUYkUFmRmWbFOxFw__&Key-Pair-Id=K3EI6M078Z3AC3,8,6,21,295,raw/wikiart/wikiart_0000295.jpg
296,wikiart_0000296,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/296/image/image.jpg?Expires=1772117708&Signature=zIUCyyS0a788oX~AXrN~7Vg2PqqFNwn4ggdtj1cQ8WlV8D83~Zw8k-GPbdkvF4cU3dEZsjSv2NqIQoX-9WtgGitjLmPhLUF72omQRtLxi2PcbO7OcW3JHt1nupZjOcYf~jNRUdZ5k0VVfeoFOXAlBCLUDgVzdejhheO0NwPG4kQ0D4xTVpyYGwCkFWSDETv4MpQzFnEOL127flSwr553ciKAWWt5Pob~ZF19yg7aQXMS5Rqdy2ai0htDGeZUC~HESgBoAq01s1IBORhUK-kYpAc9AXTkTw4T-v8bQuLmDc4wLbu~McZs32hkxQtd6qqcfIu2h3SX33ItYEapALOBvA__&Key-Pair-Id=K3EI6M078Z3AC3,3,10,12,296,raw/wikiart/wikiart_0000296.jpg
297,wikiart_0000297,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/297/image/image.jpg?Expires=1772117708&Signature=XAQfpeTtg7MqPQjrVPyBjH0kt2PwEXIJkUvTPzRiFo4q0dVy0YiGYm54zwS8hP8UGqmrQ5XDxlkZU7uHSo8sGTZmfIjyn6T5Tr3jmQe~ELxJHjLYmWKLdxtf1Mb0BN8MA15GzYs05VgoX30OSq-lzoa-MoLGuHGRXTWBtfSk4mv1IRvEkkDm2HMFY2576qEA~UfbjBJHOTpOa~JWcAoAffRvTxTr7hc7YZOXn4aUULLhSa9eXXpLorpqXz1T-MzqJZ2x1kGUNnyWHoWCw~7IxdFrc0uXRmUnQlxgyicIHr4okQB1t7gHTSnPvleNj692l8ULUluKnzYixhv7uwD2rw__&Key-Pair-Id=K3EI6M078Z3AC3,1,6,21,297,raw/wikiart/wikiart_0000297.jpg
298,wikiart_0000298,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/298/image/image.jpg?Expires=1772117708&Signature=UBIWP6L6M2JiwGcPk0M37niaOPd9EEcIOCrgHGHHwiGyogehHjohedFjJS1YS5CJChnldu1AWDFGRl4nvEbdS2kKr755dXMYm-qBq1Iacl1~2suz4irv8b1g7-rVE5Qt6whniYWxH2T32JxAozt0Cl5zQSee41JXb~ujrO~ZutV5q9VlMdmS-wwadcjGfeyyq12YH2YW-M55JspbfBA4L36qPXazezU6icYO90frSiCdD4ci7AiIHsqgVeuAzsNlC3IDmF2ZyZ~4goJXJNykZ2s4zdHcBSYGhOWcy8QUqMb~K-0eZLL-t6M0l1NaPho8D8RTMSLheOvsX-kQOa~igQ__&Key-Pair-Id=K3EI6M078Z3AC3,18,1,20,298,raw/wikiart/wikiart_0000298.jpg
299,wikiart_0000299,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/299/image/image.jpg?Expires=1772117708&Signature=KDkgo71C1ra1iWUJnat2X3I1rvXN5qGkeZ2NL~J7FkVOiWGCOMegGH4OfgOYhHYfgC5sXROaLtreVee2CUvTRQOXCt1MC3mZjoHM63yozaQ4yTcXSRuQDX2o51iaBMiEm4u9Sqi2VOtZ8wY5CzhMk5F7cnzQ1B166uJJVbmvrNNuvdIZs2yV45f4eslwxkewTN692Q5cj4yLjN5GDxUb8qw2hVceK85pKDf-UxjtbjbrxPxLSuJmrXZL0H-J5BsUdfdWFtivt6WQLBFM2GDSH7s4QnDMcP580f0xE~o5VlZvyuA3dooI4STvIMJJw9DQaf6uutE8hzLe6S0fEXcUxQ__&Key-Pair-Id=K3EI6M078Z3AC3,15,5,9,299,raw/wikiart/wikiart_0000299.jpg
300,wikiart_0000300,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/300/image/image.jpg?Expires=1772117710&Signature=N-uJBQkis~fhwxF-2Wac~Xa5gXZ5MTjyFafSCHmg~3EVm~BdvJjs~ndJJu3GP1q1JiTjybkdk6YgWYA0kyut~g4uQqEOa96mJVZRFf-L7vmNfA3ntOjXWTNC20Z6Ga--jYmzHvGm5u1T6wKBHsp1i5q8oT7oZD3m6tj1SXKwMMnImHm1RMoR5GvWLJ8z5HpMiP0bMDPfi3VTOuyOGoEYSTQrmcX4t59cTbE-hQRj1fdxXme6k4CQoahX1jElK2HK92L6qVroXf2JO82m95VH22ttEwyED5~ynAlNhFEIuLHNshquFlXALHWwHP4roF~FWoIr7LqW42nybSO2jLpHvg__&Key-Pair-Id=K3EI6M078Z3AC3,22,6,21,300,raw/wikiart/wikiart_0000300.jpg
301,wikiart_0000301,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/301/image/image.jpg?Expires=1772117710&Signature=LIHfMoEYNyRpnmtPL4rxvS~hT-Ktt3ilKJMGO1PTUEfHFJvt9~1OQMK9Wm3A3V~6zdEBynwtIqpeaMKdKcTm59p5Zw6S9vu5HMNj8exQeYZFxww5X1QDvT05qws0gJF7u5lOFCvSww~~G1ScbO5OOFjcw2XGK5TPyP3KlB-V~4FZ5j23hfO5WcokjrJkTseoyD4Gk2iD07bUDHXzEKakAVqa1bNI0RV328QIUULRbnzZnKQ~hK8PbCKNWF1JYg5uj7T7dJM7zee2m~D8SgFqfqk4L89Pr6FyXhGz5gP5Y5KX9qjWdOoQZ7eRmZ2qFrE8MlbdBE-KHOc5yIjgtdFGMA__&Key-Pair-Id=K3EI6M078Z3AC3,22,8,21,301,raw/wikiart/wikiart_0000301.jpg
302,wikiart_0000302,hf://huggan/wikiart/default/train,https://datasets-server.huggingface.co/cached-assets/huggan/wikiart/--/d559852d2b232e0fcf195e775866964f0564f2b5/--/default/train/302/image/image.jpg?Expires=1772117710&Signature=Rl0ucXNGURDr0MFUGBOvgjBLHXCqlee10lQzDBdLhu6zmgSFUZUOtMa-Ow0f0CyGwDwhWhqSvt4e2p0ZYtUKssw4ygP3H2fmSz-vqucuGq9ox0Pmdke4jYtM8VQ1saYNIhsW5USfaSMGFEjQFfKd9NxHuvP410CMik2R-loZx~P0vo3VSAe12zWn~OIP5F7m1zdJfD9l6eNYlRKw5YU0VLSxHLrDWsfCGrL~9fIoSIyrTIll0MTp8V7HhL-CnR4pLxJUjfHCMdOgrLG2WryQersOYLQH1lcpYBaYayVSYX74514YppTT8v8fCdAXLsDUbeqYa1SB1IgQvoHRVXJ5dg__&Key-Pair-Id=K3EI6M078Z3AC3,15,9,2,302,raw/wikiart/wikiart_0000302.jpg
